id,Churn,Mais65anos,Conjuge,Dependentes,MesesDeContrato,TelefoneFixo,MaisDeUmaLinhaTelefonica,Internet,SegurancaOnline,BackupOnline,SeguroDispositivo,SuporteTecnico,TVaCabo,StreamingFilmes,TipoContrato,ContaCorreio,MetodoPagamento,MesesCobrados
162,Nao,0,Nao,Nao,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.7
163,Nao,0,Nao,Nao,53,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Nao,Sim,DoisAnos,Sim,DebitoEmConta,73.9
164,Nao,0,Sim,Sim,11,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,Boleto,20.6
165,Nao,0,Sim,Nao,69,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.9
166,Sim,0,Nao,Nao,4,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,DebitoEmConta,70.9
167,Nao,0,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,89.05
168,Sim,1,Sim,Nao,58,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,45.3
169,Nao,0,Sim,Sim,16,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,BoletoEletronico,20.4
170,Nao,0,Sim,Nao,43,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Nao,Nao,UmAno,Sim,DebitoEmConta,84.25
171,Sim,0,Sim,Nao,2,Sim,Sim,FibraOptica,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,104.4
172,Nao,0,Sim,Nao,14,Sim,Nao,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,Boleto,81.95
173,Sim,0,Sim,Nao,53,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,94.85
174,Nao,0,Nao,Nao,32,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,DebitoEmConta,20.55
175,Nao,0,Sim,Nao,34,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,BoletoEletronico,24.7
176,Sim,1,Nao,Nao,15,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,74.45
177,Sim,1,Nao,Nao,7,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,76.45
178,Nao,0,Sim,Sim,15,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,105.35
179,Nao,0,Sim,Nao,61,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,CartaoCredito,20.55
180,Sim,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,29.95
181,Nao,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,45.3
182,Sim,0,Nao,Nao,8,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,DebitoEmConta,84.5
183,Nao,0,Sim,Sim,33,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Nao,CartaoCredito,74.75
184,Sim,0,Nao,Nao,13,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,79.25
185,Sim,0,Sim,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,24.8
186,Nao,0,Nao,Nao,20,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,51.8
187,Nao,0,Nao,Nao,3,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Nao,BoletoEletronico,30.4
188,Nao,0,Nao,Nao,13,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,BoletoEletronico,19.65
189,Nao,0,Sim,Nao,40,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,56.6
190,Nao,0,Sim,Sim,43,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,UmAno,Sim,CartaoCredito,71.9
191,Sim,0,Sim,Nao,6,Sim,Nao,FibraOptica,Nao,Sim,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,91.0
192,Nao,0,Sim,Sim,69,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,19.75
193,Nao,0,Sim,Sim,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Sim,Sim,DoisAnos,Nao,CartaoCredito,109.7
194,Nao,0,Sim,Sim,59,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,19.3
195,Nao,0,Sim,Nao,20,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Sim,Nao,Mensalmente,Sim,BoletoEletronico,96.55
196,Nao,0,Sim,Sim,24,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,DebitoEmConta,24.1
197,Nao,0,Nao,Nao,59,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,111.35
198,Nao,0,Sim,Sim,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,112.25
199,Nao,0,Nao,Sim,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.75
200,Nao,0,Sim,Nao,27,Sim,Nao,FibraOptica,Sim,Nao,Nao,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,101.9
201,Nao,0,Nao,Nao,14,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,CartaoCredito,80.05
202,Nao,0,Sim,Sim,71,Sim,Sim,FibraOptica,Sim,Nao,Sim,Nao,Sim,Sim,DoisAnos,Nao,BoletoEletronico,105.55
203,Nao,0,Nao,Sim,13,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,CartaoCredito,78.3
204,Nao,0,Nao,Nao,44,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,CartaoCredito,68.85
205,Nao,0,Nao,Nao,33,Sim,Nao,FibraOptica,Nao,Sim,Nao,Sim,Nao,Nao,UmAno,Sim,DebitoEmConta,79.95
206,Nao,0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Nao,Sim,DoisAnos,Sim,CartaoCredito,55.45
207,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,79.9
208,Sim,0,Nao,Nao,19,Sim,Nao,FibraOptica,Sim,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,106.6
209,Nao,0,Sim,Nao,64,Sim,Nao,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,102.45
210,Sim,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,46.0
211,Nao,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,25.25
212,Nao,0,Nao,Sim,61,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.75
213,Nao,0,Sim,Sim,29,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Nao,BoletoEletronico,20.0
214,Nao,1,Sim,Nao,23,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,86.8
215,Nao,0,Sim,Nao,57,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,DebitoEmConta,58.75
216,Nao,0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Nao,Nao,DoisAnos,Nao,CartaoCredito,45.25
217,Nao,0,Sim,Nao,66,Nao,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Nao,DoisAnos,Sim,DebitoEmConta,56.6
218,Nao,0,Sim,Sim,65,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,84.2
219,Nao,0,Nao,Nao,8,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,DebitoEmConta,80.0
220,Sim,0,Nao,Nao,4,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,70.15
221,Nao,0,Sim,Nao,71,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,24.75
222,Nao,0,Sim,Sim,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,BoletoEletronico,20.2
223,Sim,0,Sim,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensalmente,Nao,Boleto,50.05
224,Nao,0,Nao,Nao,12,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,UmAno,Sim,DebitoEmConta,19.35
225,Nao,0,Nao,Nao,24,Nao,SemServicoTelefonico,DSL,Sim,Nao,Nao,Nao,Sim,Sim,UmAno,Sim,Boleto,50.6
226,Nao,0,Sim,Sim,31,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,UmAno,Sim,Boleto,81.15
227,Sim,0,Sim,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Nao,Boleto,55.2
228,Nao,0,Nao,Nao,30,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,CartaoCredito,89.9
229,Nao,0,Sim,Sim,47,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,85.3
230,Nao,0,Nao,Nao,54,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Sim,Sim,DoisAnos,Sim,CartaoCredito,108.0
231,Nao,0,Nao,Nao,50,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Nao,Sim,Mensalmente,Sim,CartaoCredito,93.5
232,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Sim,Mensalmente,Sim,Boleto,84.6
233,Nao,0,Nao,Nao,72,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,CartaoCredito,20.25
234,Nao,0,Nao,Nao,29,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,BoletoEletronico,25.15
235,Sim,0,Nao,Nao,2,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,54.4
236,Nao,0,Nao,Nao,10,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,DoisAnos,Sim,Boleto,29.6
237,Nao,0,Sim,Nao,18,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,73.15
238,Sim,1,Nao,Nao,11,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.0
239,Nao,0,Nao,Nao,16,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.75
240,Nao,0,Nao,Nao,72,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,86.6
241,Nao,0,Nao,Nao,72,Sim,Sim,FibraOptica,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,DebitoEmConta,109.2
242,Nao,0,Sim,Sim,41,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Sim,UmAno,Sim,CartaoCredito,74.7
243,Nao,1,Sim,Nao,65,Sim,Nao,FibraOptica,Sim,Sim,Sim,Nao,Nao,Sim,Mensalmente,Nao,BoletoEletronico,94.4
244,Nao,1,Nao,Nao,13,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,54.8
245,Nao,1,Nao,Nao,4,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,75.35
246,Nao,0,Nao,Nao,41,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Sim,UmAno,Nao,Boleto,65.0
247,Sim,1,Nao,Nao,15,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.4
248,Sim,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,48.55
249,Nao,0,Nao,Nao,42,Sim,Sim,FibraOptica,Sim,Sim,Sim,Nao,Nao,Sim,UmAno,Sim,BoletoEletronico,99.0
250,Nao,0,Sim,Nao,51,Sim,Nao,FibraOptica,Sim,Sim,Sim,Nao,Sim,Nao,UmAno,Sim,BoletoEletronico,93.5
251,Sim,0,Sim,Sim,2,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,70.4
252,Sim,1,Sim,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensalmente,Nao,BoletoEletronico,40.2
253,Nao,0,Nao,Sim,32,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoCredito,83.7
254,Nao,0,Nao,Nao,10,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,Boleto,19.85
255,Nao,0,Sim,Sim,67,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,BoletoEletronico,59.55
256,Nao,0,Sim,Sim,61,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,115.1
257,Nao,0,Nao,Nao,50,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,UmAno,Nao,CartaoCredito,114.35
258,Sim,0,Sim,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,44.6
259,Nao,1,Sim,Nao,29,Nao,SemServicoTelefonico,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,45.0
260,Sim,1,Nao,Nao,3,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,41.15
261,Sim,1,Nao,Nao,13,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,106.9
262,Nao,1,Sim,Nao,57,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,BoletoEletronico,89.85
263,Nao,0,Nao,Nao,31,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Nao,Sim,DoisAnos,Sim,DebitoEmConta,49.85
264,Nao,0,Sim,Nao,45,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,UmAno,Nao,Boleto,113.3
265,Nao,0,Sim,Sim,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,Boleto,88.1
266,Nao,0,Nao,Nao,50,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,DebitoEmConta,24.9
267,Nao,1,Nao,Nao,19,Sim,Nao,FibraOptica,Sim,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,Boleto,105.0
268,Sim,0,Nao,Nao,59,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,19.35
269,Nao,0,Sim,Nao,71,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,CartaoCredito,24.25
270,Sim,1,Nao,Nao,16,Sim,Nao,FibraOptica,Nao,Nao,Nao,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,94.45
271,Nao,0,Sim,Nao,57,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,DoisAnos,Sim,BoletoEletronico,59.75
272,Sim,0,Nao,Nao,1,Nao,SemServicoTelefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,24.8
273,Nao,1,Sim,Nao,20,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,Mensalmente,Nao,BoletoEletronico,107.05
274,Sim,0,Nao,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,70.6
275,Sim,0,Sim,Nao,5,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Nao,Nao,Mensalmente,Sim,BoletoEletronico,85.4
276,Sim,0,Sim,Nao,52,Sim,Sim,FibraOptica,Nao,Sim,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,105.05
277,Nao,1,Sim,Nao,21,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Sim,Mensalmente,Sim,DebitoEmConta,64.95
278,Nao,0,Nao,Nao,14,Nao,SemServicoTelefonico,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Mensalmente,Sim,BoletoEletronico,55.0
279,Nao,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,DebitoEmConta,50.55
280,Nao,0,Nao,Nao,6,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,55.15
281,Nao,0,Nao,Nao,10,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,51.2
282,Nao,0,Nao,Sim,1,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,25.4
283,Nao,0,Nao,Nao,68,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,Boleto,54.45
284,Sim,0,Sim,Sim,18,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Nao,Boleto,95.15
285,Nao,0,Nao,Nao,22,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,UmAno,Sim,CartaoCredito,76.0
286,Nao,0,Nao,Nao,20,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,44.35
287,Sim,0,Sim,Nao,1,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Nao,BoletoEletronico,70.0
288,Sim,1,Nao,Nao,8,Sim,Nao,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.5
289,Sim,0,Nao,Nao,10,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,CartaoCredito,44.85
290,Sim,1,Nao,Nao,24,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,76.1
291,Nao,0,Nao,Nao,35,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,UmAno,Nao,Boleto,61.2
292,Nao,0,Sim,Sim,23,Sim,Nao,FibraOptica,Nao,Sim,Sim,Sim,Nao,Nao,UmAno,Nao,Boleto,86.8
293,Nao,1,Nao,Nao,6,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,89.35
294,Nao,0,Nao,Nao,12,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,19.7
295,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Nao,Boleto,20.25
296,Nao,0,Sim,Sim,71,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Nao,Nao,DoisAnos,Nao,BoletoEletronico,76.05
297,Nao,1,Sim,Nao,35,Sim,Sim,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,100.8
298,Nao,0,Sim,Sim,40,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,74.55
299,Sim,0,Nao,Sim,1,Sim,Nao,FibraOptica,Sim,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,73.6
300,Nao,0,Nao,Nao,23,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,UmAno,Sim,DebitoEmConta,64.9
301,Sim,1,Nao,Nao,4,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,95.45
302,Nao,0,Nao,Nao,4,Sim,Nao,FibraOptica,Nao,Nao,Sim,Sim,Nao,Sim,Mensalmente,Sim,BoletoEletronico,90.4
303,Nao,0,Sim,Sim,68,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,60.3
304,Nao,0,Nao,Sim,38,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Nao,Nao,Mensalmente,Sim,Boleto,81.85
305,Nao,0,Sim,Sim,52,Sim,Sim,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Nao,Boleto,24.8
306,Sim,1,Sim,Nao,32,Sim,Sim,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,74.9
307,Nao,0,Sim,Sim,29,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,DoisAnos,Nao,Boleto,75.55
308,Nao,1,Sim,Sim,38,Sim,Sim,FibraOptica,Nao,Sim,Nao,Nao,Sim,Sim,Mensalmente,Nao,BoletoEletronico,101.15
309,Nao,0,Nao,Sim,48,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Sim,Sim,UmAno,Sim,CartaoCredito,78.75
310,Nao,0,Nao,Nao,1,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensalmente,Sim,DebitoEmConta,19.25
311,Nao,0,Nao,Nao,22,Sim,Nao,FibraOptica,Sim,Nao,Nao,Sim,Nao,Sim,Mensalmente,Sim,BoletoEletronico,89.05
312,Nao,0,Nao,Nao,43,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,DoisAnos,Nao,CartaoCredito,115.05
313,Nao,1,Sim,Nao,5,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,69.35
314,Sim,0,Nao,Nao,5,Sim,Nao,FibraOptica,Nao,Nao,Nao,Nao,Sim,Nao,Mensalmente,Sim,BoletoEletronico,80.6
315,Nao,0,Sim,Sim,51,Sim,Sim,FibraOptica,Sim,Sim,Nao,Sim,Sim,Sim,UmAno,Nao,CartaoCredito,110.05
316,Nao,0,Nao,Nao,71,Sim,Nao,Nao,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,DoisAnos,Sim,CartaoCredito,19.9
317,Sim,0,Sim,Sim,38,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Sim,Sim,UmAno,Nao,CartaoCredito,80.3
318,Sim,1,Sim,Nao,24,Sim,Nao,FibraOptica,Nao,Nao,Sim,Nao,Sim,Sim,Mensalmente,Sim,BoletoEletronico,93.15
319,Nao,0,Sim,Nao,35,Sim,Sim,FibraOptica,Nao,Nao,Nao,Sim,Sim,Nao,Mensalmente,Sim,CartaoCredito,91.5
320,Sim,1,Nao,Nao,54,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,UmAno,Nao,DebitoEmConta,82.45
321,Nao,0,Sim,Sim,72,Nao,SemServicoTelefonico,DSL,Nao,Sim,Sim,Sim,Sim,Sim,DoisAnos,Sim,BoletoEletronico,60.0
322,Nao,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensalmente,Sim,BoletoEletronico,44.8
323,Nao,0,Sim,Sim,9,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,UmAno,Nao,Boleto,48.6
324,Nao,0,Nao,Nao,69,Nao,SemServicoTelefonico,DSL,Sim,Sim,Nao,Sim,Sim,Sim,DoisAnos,Sim,DebitoEmConta,60.05
325,Nao,0,Sim,Nao,52,Sim,Sim,FibraOptica,Nao,Sim,Nao,Sim,Sim,Sim,Mensalmente,Sim,CartaoCredito,102.7
